"GEO_ID","NAME","P9_001N","P9_002N","P9_003N","P9_004N","P9_005N","P9_006N","P9_007N","P9_008N","P9_009N","P9_010N","P9_011N","P9_012N","P9_013N","P9_014N","P9_015N","P9_016N","P9_017N","P9_018N","P9_019N","P9_020N","P9_021N","P9_022N","P9_023N","P9_024N","P9_025N","P9_026N","P9_027N","P9_028N","P9_029N","P9_030N","P9_031N","P9_032N","P9_033N","P9_034N","P9_035N","P9_036N","P9_037N","P9_038N","P9_039N","P9_040N","P9_041N","P9_042N","P9_043N","P9_044N","P9_045N","P9_046N","P9_047N","P9_048N","P9_049N","P9_050N","P9_051N","P9_052N","P9_053N","P9_054N","P9_055N","P9_056N","P9_057N","P9_058N","P9_059N","P9_060N","P9_061N","P9_062N","P9_063N","P9_064N","P9_065N","P9_066N","P9_067N","P9_068N","P9_069N","P9_070N","P9_071N","P9_072N","P9_073N",
"1600000US0680476","Trinity Center CDP, California","198","5","193","182","177","0","4","0","0","1","11","8","0","6","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",
"1600000US0680483","Trinity Village CDP, California","278","21","257","236","213","0","13","4","3","3","21","18","1","12","1","0","4","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680515","Trona CDP, California","11","0","11","11","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680560","Trowbridge CDP, California","229","34","195","177","171","3","0","3","0","0","18","18","2","13","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680588","Truckee town, California","16729","3128","13601","12848","12409","28","42","264","9","96","753","721","53","172","206","13","257","0","1","0","0","6","3","0","7","3","0","24","8","2","0","0","6","1","0","6","0","0","0","0","0","0","0","1","0","0","0","0","8","2","0","1","1","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680644","Tulare city, California","68875","43617","25258","23539","19382","1788","340","1581","60","388","1719","1587","253","598","256","47","338","36","11","1","7","9","0","5","10","15","1","120","44","12","0","7","19","11","2","17","1","3","0","0","1","1","0","0","2","0","0","0","9","1","0","2","1","0","0","2","0","0","3","0","0","0","0","0","3","2","0","1","0","0","0","0","0",
"1600000US0680686","Tulelake city, California","902","677","225","209","201","2","2","3","1","0","16","15","2","4","2","0","5","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0680763","Tuolumne City CDP, California","1798","243","1555","1430","1339","6","64","12","6","3","125","117","16","63","6","2","27","0","0","1","0","1","0","0","0","0","1","8","3","0","0","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680784","Tupman CDP, California","177","24","153","136","131","2","0","0","0","3","17","17","0","13","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680812","Turlock city, California","72740","29965","42775","39822","32240","1354","331","5277","262","358","2953","2772","318","739","914","85","454","27","31","8","22","16","4","2","91","33","28","166","36","20","13","3","27","4","0","44","4","2","2","1","0","6","0","0","2","0","0","2","10","1","0","1","3","1","0","1","0","0","3","0","0","0","0","0","5","0","3","0","2","0","0","0","0",
"1600000US0680854","Tustin city, California","80276","32712","47564","44269","22901","1619","95","19043","193","418","3295","3090","363","352","1642","57","408","25","67","4","16","4","5","2","105","39","1","187","35","29","3","14","38","3","4","41","9","0","2","1","1","3","3","1","0","0","0","0","15","4","1","2","4","0","0","4","0","0","0","0","0","0","0","0","3","0","1","0","2","0","0","0","0",
"1600000US0680882","Tuttle CDP, California","102","54","48","39","26","4","1","6","0","2","9","9","1","3","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680896","Tuttletown CDP, California","787","81","706","660","618","8","14","10","2","8","46","42","0","31","1","4","2","1","2","0","0","0","0","0","1","0","0","4","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680952","Twain CDP, California","75","4","71","69","62","0","5","1","0","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680966","Twain Harte CDP, California","2378","189","2189","2062","2001","4","13","20","4","20","127","124","4","54","21","2","43","0","0","0","0","0","0","0","0","0","0","3","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0680994","Twentynine Palms city, California","28065","6851","21214","19431","14045","2956","281","1599","336","214","1783","1634","421","431","382","46","161","37","67","16","22","8","0","2","40","0","1","136","54","18","5","7","6","0","1","38","2","0","0","0","0","2","2","0","0","0","0","1","13","1","0","9","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681048","Twin Lakes CDP (Mono County), California","45","4","41","40","40","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681050","Twin Lakes CDP (Santa Cruz County), California","4944","1212","3732","3422","3178","64","13","139","6","22","310","278","36","78","82","7","63","0","0","0","4","0","0","0","5","3","0","31","11","0","0","1","6","2","0","8","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0681134","Ukiah city, California","16607","5443","11164","10241","8975","172","481","498","26","89","923","873","140","386","136","17","145","10","3","0","2","13","0","1","15","2","3","44","7","15","2","0","12","0","2","1","0","1","1","0","1","0","2","0","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","4","0","4","0","0","0","0","0","0",
"1600000US0681204","Union City city, California","70143","15080","55063","52132","7693","3006","113","40270","774","276","2931","2676","166","173","1445","68","115","58","177","20","28","29","1","1","262","100","33","214","39","36","3","13","18","2","0","75","6","0","2","0","2","11","5","0","0","0","0","2","37","21","2","5","4","1","0","2","0","0","1","0","0","0","0","1","4","3","0","0","0","1","0","0","0",
"1600000US0681302","University of California-Davis CDP, California","8525","1409","7116","6752","4046","339","102","2079","155","31","364","315","18","41","218","6","22","0","2","0","5","0","0","0","2","1","0","48","0","43","0","0","0","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681312","University of California-Merced CDP, California","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681316","University of California-Santa Barbara CDP, California","9710","1857","7853","7514","3661","118","4","3656","4","71","339","334","120","15","163","0","27","0","0","0","4","0","0","0","3","2","0","4","1","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681344","Upland city, California","79040","35190","43850","41098","27742","4784","195","7782","147","448","2752","2531","455","502","868","62","337","57","73","12","45","10","6","13","65","25","1","198","69","32","4","15","18","3","3","34","4","0","8","1","2","0","1","3","0","0","0","1","22","10","0","4","1","3","0","1","1","0","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0",
"1600000US0681358","Upper Lake CDP, California","1095","340","755","674","628","3","35","0","0","8","81","78","3","60","10","2","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681554","Vacaville city, California","102386","27402","74984","67247","47338","9386","395","8800","663","665","7737","6864","1132","1337","2319","257","822","151","283","37","64","35","10","4","344","45","24","782","144","185","31","32","86","17","19","191","9","0","13","2","1","35","9","2","0","0","0","6","84","27","10","5","17","6","0","12","0","0","6","0","1","0","0","0","7","3","4","0","0","0","0","0","0",
"1600000US0681638","Valinda CDP, California","22437","16847","5590","5389","1117","281","47","3815","44","85","201","174","14","39","47","1","16","2","10","4","9","3","0","3","24","2","0","23","7","2","0","3","3","1","1","3","2","0","1","0","0","0","0","0","0","0","0","0","4","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681652","Vallecito CDP, California","442","31","411","386","368","3","7","2","1","5","25","24","4","11","2","0","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681666","Vallejo city, California","126090","35835","90255","82761","26440","24446","431","29152","1255","1037","7494","6568","1449","734","1809","213","521","360","576","126","174","25","14","11","452","74","30","820","206","148","39","50","73","14","15","177","14","0","10","7","1","49","6","1","2","0","0","8","97","36","8","7","17","6","0","13","0","0","5","2","0","1","2","0","6","1","5","0","0","0","0","3","3",
"1600000US0681708","Valle Vista CDP, California","16194","6905","9289","8620","7371","734","147","276","27","65","669","626","126","194","118","15","115","19","12","5","12","1","0","0","9","0","0","35","8","2","0","3","2","2","0","11","4","1","0","0","2","0","0","0","0","0","0","0","7","2","1","1","1","0","0","1","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0",
"1600000US0681722","Valley Acres CDP, California","504","156","348","333","317","0","6","2","0","8","15","15","4","4","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681736","Valley Center CDP, California","10087","3353","6734","6290","5560","100","185","357","17","71","444","412","49","118","110","15","93","2","5","1","1","0","1","0","12","5","0","29","1","11","0","1","1","2","2","8","1","0","1","0","0","1","0","0","0","0","0","0","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681778","Valley Ford CDP, California","148","38","110","97","95","0","0","1","0","1","13","13","0","11","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681792","Valley Home CDP, California","284","50","234","221","210","2","5","3","0","1","13","11","0","8","0","0","2","0","0","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681869","Valley Ranch CDP, California","128","0","128","127","123","0","2","2","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681890","Valley Springs CDP, California","3779","690","3089","2845","2649","36","24","114","3","19","244","229","16","90","53","13","54","2","0","0","0","0","0","0","1","0","0","13","3","2","0","1","5","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681925","Valley Wells CDP, California","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0681967","Val Verde CDP, California","2399","1549","850","782","627","68","5","62","2","18","68","64","16","19","16","1","7","2","0","1","2","0","0","0","0","0","0","4","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0682072","Vandenberg AFB CDP, California","3559","800","2759","2450","1851","314","14","215","36","20","309","269","69","41","101","14","19","0","9","4","0","1","0","1","10","0","0","39","7","16","0","0","3","0","0","12","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0682086","Vandenberg Village CDP, California","7308","1915","5393","4942","4252","249","36","301","51","53","451","411","66","104","106","21","78","6","10","0","3","1","0","0","12","4","0","36","1","16","0","2","7","0","2","7","0","0","0","0","0","0","0","0","0","0","1","0","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0682334","Verdi CDP, California","179","8","171","164","163","0","0","0","0","1","7","5","0","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0682422","Vernon city, California","222","168","54","53","14","18","0","14","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0682562","Victor CDP, California","313","185","128","125","115","0","0","7","3","0","3","3","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1600000US0682590","Victorville city, California","134810","74745","60065","55130","24652","22917","692","5262","672","935","4935","4421","1537","641","726","130","428","314","152","82","254","10","13","19","89","26","0","464","192","80","27","40","31","3","7","44","4","4","7","0","2","13","2","6","0","2","0","0","48","16","3","18","3","2","0","4","2","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0",
